art_id	art_version	art_full	status	description	method	location	notes	created_by	customer
2557	1	2557.1	Open	JC Crane	Screen Print/Heat Transfer	FULL BACK	left chest	abiesiadec	034666
2558	1	2558.1	Open	JC Crane	Screen Print/Heat Transfer	LEFT CHEST	full back	abiesiadec	034666
2552	1	2552.1	Open	Pannell  w/Shadow	Embroidery	LEFT CHEST	BKGN	magan	000055
2553	1	2553.1	Open	Pannell	Embroidery	LEFT CHEST	GN BK	magan	000055
2554	1	2554.1	Open	pannell	Screen Print/Heat Transfer	LEFT CHEST	BK LM	magan	000055
2555	1	2555.1	Open	"Pannell 2C 4""w x 1.27""h"	Screen Print/Heat Transfer	LEFT CHEST	BKGN	magan	000055
2556	1	2556.1	Open	Premier Tree Specialists	Screen Print/Heat Transfer	FULL BACK		abiesiadec	000049
2266	2	2266.2	Approved	"Right Sleeve Flag 3""w WH"	Screen Print/Heat Transfer		WH	mmintz	003101
2514	2	2514.2	Approved	"SB 2026 2C 10.5""w WHRD"	Screen Print/Heat Transfer	CENTER CHEST		mmintz	003101
2515	2	2515.2	Approved	"SB 2026 4C 10.5""w NVFC"	Screen Print/Heat Transfer	CENTER CHEST		mmintz	003101
2516	2	2516.2	Approved	"SB 2026 Volunteer 11""w WH"	Screen Print/Heat Transfer	FULL BACK	"see sponsor list via email ""VOLUNTEER"" across shoulders"	mmintz	003101
2519	2	2519.2	Approved	"SB 2026 Site Lead 11""w WH"	Screen Print/Heat Transfer	FULL BACK		mmintz	003101
2520	2	2520.2	Approved	"SB Rainbow 3""w WH"	Screen Print/Heat Transfer	LEFT SHORT SLEEVE		mmintz	003101
2542	1	2542.1	Open	Ashwood Tree Removal -LC	Screen Print/Heat Transfer	LEFT CHEST	BKGN & All White Needed as colorways	nbond	002384
2543	1	2543.1	Open	Giroux Brothers FB	Screen Print/Heat Transfer	FULL BACK		abiesiadec	000054
2544	1	2544.1	Open	Giroux Brothers LC	Screen Print/Heat Transfer	LEFT CHEST		abiesiadec	000054
2545	1	2545.1	Open	"Capitol Tree 2C 4”w x 1.4""h"	Screen Print/Heat Transfer		4”w X 1.4”h BKWH	magan	021385
2546	1	2546.1	Open	"UAA Horizontal 4""w x 1.5""h WH"	Embroidery	BRIM HAT - CENTER FRONT	"4""w x 1.5""h WH"	magan	002174
2547	1	2547.1	Open	"Straight Cut Tree 4""w x 2.56""h"	Screen Print/Heat Transfer	LEFT CHEST	LM - LIME 4x2.56	magan	001771
2548	1	2548.1	Open	"Straight Cut Tree 12""w x 7.67"""	Screen Print/Heat Transfer	FULL BACK	"GN 12""x7.67"""	magan	001771
2549	1	2549.1	Open	Matty O '26	Embroidery	BRIM HAT - CENTER FRONT		magan	025537
2550	1	2550.1	Open	ENSA 3.5	Embroidery	RIGHT CHEST	"3.5"" - All white logo"	aokrez	002115
2551	1	2551.1	Open	Petzl Tech Partner - 3.25	Embroidery	BICEP RIGHT SLEEVE	"3.25"" - All WH logo"	aokrez	002115
2541	1	2541.1	Open	"Wise Owl 4""w x 1.6""h"	Screen Print/Heat Transfer	CENTER CHEST	archive location RVH	magan	001783
2534	1	2534.1	Open	"Z Tree 3.75"" w X 1.95"" h"	Embroidery	RIGHT CHEST	APP - BZC As Shown - Best Fit	nbond	002384
2535	1	2535.1	Approved	MV Tree 4”w x 1.8”h	Screen Print/Heat Transfer	LEFT CHEST	ADD +60 SATURATION WHEN PRINTING	nbond	002384
2536	1	2536.1	Approved	"93 Clover 2.50"" w X 2.67"" h"	Embroidery	LEFT CHEST		nbond	002384
2537	1	2537.1	Open	"Mariani Design 4""w x 1.48""h"	Embroidery	LEFT CHEST		magan	001165
2538	1	2538.1	Open	"Mariani 3.5"" w X 1.29"" h"	Screen Print/Heat Transfer	LEFT CHEST		magan	001165
2539	1	2539.1	Open	"TW Tree 7""w x 5.35""h"	Screen Print/Heat Transfer	FULL BACK	APP - RT4 GNWHOR	nbond	005701
2540	1	2540.1	Open	"TW Tree 3""w x 1""h"	Screen Print/Heat Transfer	LEFT CHEST	GN	nbond	005701
1622	2	1622.2	Approved	"Mainscape Sunhat 2.31""w GNYWGN"	Embroidery		C6Y - HAT	vrowinsky	003101
2533	1	2533.1	Approved	"NPC 3.50""w x 3.80""h"	Embroidery	LEFT CHEST	"APP - A8G 3.5"" wide"	magan	001286
1346	2	1346.2	Approved	Hi-Five 10”w WH	Screen Print/Heat Transfer		TBZ	vrowinsky	003101
1347	2	1347.2	Approved	"Hi-5 - Hi Five 2.1""w WHGN"	Screen Print/Heat Transfer		RJN	vrowinsky	003101
2522	1	2522.1	Open	White House HVSA FB	Screen Print/Heat Transfer	FULL BACK	full back for hvsa item	abiesiadec	000388
2523	1	2523.1	Approved	"The Arborist 11""w x 3.98""h"	Screen Print/Heat Transfer	FULL BACK		nbond	002384
2524	1	2524.1	Approved	"The Arborist 4""w x 1.44""h"	Screen Print/Heat Transfer	LEFT CHEST		nbond	002384
2525	1	2525.1	Open	"Reliable Tree 11""w x 4.9""h"	Screen Print/Heat Transfer	CENTER CHEST		nbond	002384
2526	1	2526.1	Open	Reliable Tree Service - FB	Screen Print/Heat Transfer	FULL BACK	Black	nbond	002384
2527	1	2527.1	Approved	PTC 3.5”w X 3.06”h	Screen Print/Heat Transfer	LEFT CHEST		nbond	002384
2528	1	2528.1	Approved	PTC 8.67”w X 12”h	Screen Print/Heat Transfer	FULL BACK		nbond	002384
2529	1	2529.1	Approved	"Bottomland Fire 3.5""w x 3.5""h"	Screen Print/Heat Transfer	LEFT CHEST	White Ink - Left Chest	nbond	002384
2530	1	2530.1	Approved	"Arbor Image 4""w x 1.46""h"	Screen Print/Heat Transfer	LEFT CHEST		nbond	002384
2531	1	2531.1	Approved	"Arbor Image 11""w x 4.02""h"	Screen Print/Heat Transfer	FULL BACK		nbond	002384
2532	1	2532.1	Open	"Davey H&S 3.03""w x 3.05""h"	Embroidery	LEFT CHEST	"3"", WH logo"	aokrez	002115
497	2	497.2	Approved	"Hi-5 - Tree 6""w GN"	Screen Print/Heat Transfer		RJL	vrowinsky	003101
2514	1	2514.1	Approved	"SB 2026 2C 10.5""w x 10.95""h"	Screen Print/Heat Transfer	CENTER CHEST		magan	002165
2515	1	2515.1	Approved	"SB 2026 4C 10.5""w x 10.95""h"	Screen Print/Heat Transfer	CENTER CHEST	Center chest.	magan	002165
2516	1	2516.1	Approved	"SB 2026 Volunteer 11""w x 13.26"	Screen Print/Heat Transfer	FULL BACK	"see sponsor list via email ""VOLUNTEER"" across shoulders"	magan	002165
2519	1	2519.1	Approved	"SB 2026 Site Lead 11""w x 13.26"	Screen Print/Heat Transfer	FULL BACK	see email for sponsors.  SITE LEADER across shoulders. WH.	magan	002165
2520	1	2520.1	Approved	"SB Rainbow 3""w x 1.48""h"	Screen Print/Heat Transfer	LEFT SHORT SLEEVE	Rainbow Companies Founding Organization. WH	magan	002165
2521	1	2521.1	Approved	New Bigfoot 3.5”w x 3.57”h	Screen Print/Heat Transfer	LEFT CHEST	as shown	nbond	002384
2507	1	2507.1	Open	"Crane & Canopy 2.9""w x 3.5""h"	Screen Print/Heat Transfer	LEFT CHEST	"Add ""Summit, NJ 908-273-2228"" 2 lines centered under logo."	abiesiadec	000048
2508	1	2508.1	Open	"Crane & Canopy 11""w x 7.27""h"	Screen Print/Heat Transfer	FULL BACK	"Add ""Summit, NJ 908-273-2228"" 2 lines centered under logo."	abiesiadec	000048
2509	1	2509.1	Approved	"Tree Fund 3.20""w x 3.02""h"	Embroidery	LEFT CHEST	Left chest in green	kmakar	020173
2511	1	2511.1	Open	"Clauser Tree 1C 3.5""w x 1.17""h"	Screen Print/Heat Transfer	*SEE PROOF*	White ink Left upper thigh as discussed	bpapsidero	000046
177	3	177.3	Approved	"ISA Member 3.02""w Multi"	Embroidery		B2Q	mmintz	003101
2503	1	2503.1	Approved	Duquesne 2.5”w x 1.47”h	Embroidery			mmintz	023353
2503	2	2503.2	Approved	Duquesne 2.5”w WHOR	Embroidery			mmintz	003101
2504	1	2504.1	Approved	Central CT 3.6”w x 3.34”h	Screen Print/Heat Transfer	LEFT CHEST	BKGN & WHGN logos are needed	aokrez	040608
2505	1	2505.1	Approved	Howard Tree 4”w x 2.05”h	Screen Print/Heat Transfer			mmintz	035779
2505	2	2505.2	Approved	Howard Tree 4”w GD	Screen Print/Heat Transfer			mmintz	003101
2506	1	2506.1	Approved	Howard Tree 11”w x 8.86”h	Screen Print/Heat Transfer			mmintz	035779
2506	2	2506.2	Approved	Howard Tree 11”w GD	Screen Print/Heat Transfer			mmintz	003101
367	3	367.3	Approved	"City Of Lakewood 3""w WHBK"	Embroidery		A3P	mmintz	003101
474	3	474.3	Approved	"Philmont Flannel 1.5"" x 1.74"""	Embroidery		AQJ	vrowinsky	003101
2495	1	2495.1	Approved	"Plant RX 3.52""w x 2.81""h"	Embroidery			nbond	002384
2496	1	2496.1	Approved	"Plant RX 3.5""w x 2.78""h"	Screen Print/Heat Transfer			nbond	002384
2497	1	2497.1	Approved	"PlantRX 2.78""w x 2.22""h"	Embroidery		HAT	nbond	002384
2498	1	2498.1	Approved	"King Tree Spec 4.25"" x 0.89"""	Embroidery			bpapsidero	001065
2499	1	2499.1	Approved	"Princeton Tree 3.25""w x 3.08""h"	Screen Print/Heat Transfer		White and orange ink Remove tagline Left upper thigh placement as discussed	bpapsidero	000045
2500	1	2500.1	Approved	"JL Tree Service 3.19""w x 3.25"""	Screen Print/Heat Transfer		Upper left thigh as discussed	bpapsidero	000004
2501	1	2501.1	Open	Symposium 2026	Embroidery	LEFT CHEST	color match. whatever sizing is necessary for text to be legible.	magan	000039
2502	1	2502.1	Approved	"Symposium 2026 3.5""w x 3.46""h"	Embroidery			magan	000039
2492	1	2492.1	Approved	Prystasz 3.26”w x 2.46”h	Embroidery	LEFT CHEST	Black Thread - BVE	nbond	002384
2493	1	2493.1	Approved	"Arbor IQ 4.01""w x 0.92""h"	Embroidery	LEFT CHEST	As Shown	nbond	002384
2494	1	2494.1	Open	Mariani Landscape 4”w x 0.8”	Screen Print/Heat Transfer	LEFT CHEST	Please remove registration (r) mark.  ~ 4”w X 0.9”	magan	001165
2487	1	2487.1	Approved	"Tree City Arb 3.5”w x 3.38""h"	Screen Print/Heat Transfer	LEFT CHEST	As Shown - Best Fit - Z1B	nbond	002384
2488	1	2488.1	Approved	"Tree City Arb 11""w x 0.6""h"	Screen Print/Heat Transfer	FULL BACK	As Shown - Best Fit	nbond	002384
2489	1	2489.1	Approved	Tree City Arb 0.8”w x 15”h	Screen Print/Heat Transfer	RIGHT LONG SLEEVE	As Shown - Best Fit - Z1D	nbond	002384
2490	1	2490.1	Approved	Tree City Arb 11”w x 10.62”h	Screen Print/Heat Transfer	FULL BACK	As Shown - Best Fit - Z1C	nbond	002384
2491	1	2491.1	Approved	"StanW 3.52""w x 1.76""h"	Embroidery	LEFT CHEST	White Thread - Best Fit	nbond	002384
2477	1	2477.1	Open	"TW Tree Care 10""w x 3.6""h"	Screen Print/Heat Transfer	CENTER CHEST	QQ1 - WH	nbond	005701
2478	1	2478.1	Open	"TW Tree Care 11""w x 7.49""h"	Screen Print/Heat Transfer	FULL BACK	REA - GNWHOR	nbond	005701
2479	1	2479.1	Approved	SavATree Canada 3.5”w X 2.25”h	Screen Print/Heat Transfer			vrowinsky	002398
2480	1	2480.1	Open	High Country Fence	Embroidery	LEFT CHEST	left chest in white	Kmakar	001114
2481	1	2481.1	Approved	High Country Fence 3.5 x 1.93	Embroidery			Kmakar	001114
2482	1	2482.1	Open	High Country Fence	Screen Print/Heat Transfer	LEFT CHEST	left chest white logo	Kmakar	001114
2483	1	2483.1	Approved	High Country Fence 3.5 x 1.9	Screen Print/Heat Transfer			Kmakar	001114
2485	1	2485.1	Open	"Henry's Tree 10""w x 5""h"	Screen Print/Heat Transfer	FULL BACK		nbond	005134
2486	1	2486.1	Open	"Henry's Tree 3.5""w x 1.75""h"	Screen Print/Heat Transfer	LEFT CHEST		nbond	005134
2463	1	2463.1	Approved	"Bourn Tree 4""w x 1.15""h"	Screen Print/Heat Transfer	LEFT CHEST	As shown	nbond	002384
2464	1	2464.1	Approved	"Bourn Tree 9""w x 2.6""h"	Screen Print/Heat Transfer	FULL BACK	As shown	nbond	002384
2465	1	2465.1	Approved	Jensen Tree 3”w X 3.38”h	Screen Print/Heat Transfer			nbond	002384
2466	1	2466.1	Approved	"Baker T&G 2.5""w x 3.19""h"	Screen Print/Heat Transfer	LEFT CHEST	Special Instructions: white logo only please, ignore blue background!	nbond	002384
2467	1	2467.1	Approved	"Baker T&G 10""w x 5""h"	Screen Print/Heat Transfer	FULL BACK	Special Instructions: white logo only please, ignore blue background!	nbond	002384
2468	1	2468.1	Approved	"Excelsior UF 2.65"" x 3.04""h"	Embroidery	LEFT CHEST	As shown - best fit	nbond	002384
2469	1	2469.1	Approved	"Excelsior UF 7""w x 8.28""h"	Screen Print/Heat Transfer	FULL BACK	As Shown - Best Fit	nbond	002384
2470	1	2470.1	Approved	"Bourn Tree 4""w x 1.59""h"	Embroidery	BRIM HAT - CENTER FRONT		nbond	002384
2471	1	2471.1	Approved	"Libby Tree 10""w x 6.9""h"	Screen Print/Heat Transfer	FULL BACK		nbond	002384
2472	1	2472.1	Approved	"Libby Tree 4""w x 1.96""h"	Screen Print/Heat Transfer	LEFT CHEST		nbond	002384
2473	1	2473.1	Approved	"Freedom Tree 9""w x 7.8""h"	Screen Print/Heat Transfer	FULL BACK	Black Ink	nbond	002384
2474	1	2474.1	Approved	Freedom Tree 3.25”w x 2.82”h	Screen Print/Heat Transfer	RIGHT CHEST	Black Ink -T7Q	nbond	002384
2475	1	2475.1	Approved	"Green Goddess 4""w x 1.5""h"	Screen Print/Heat Transfer	LEFT CHEST	White Ink	nbond	002384
2476	1	2476.1	Approved	"Green Goddess 10""w x 3.73""h"	Screen Print/Heat Transfer	FULL BACK	White Ink	nbond	002384
2450	1	2450.1	Approved	"TreeServe 3.5""w x 2""h"	Screen Print/Heat Transfer	*SEE PROOF*	use standard thigh placement on pocket	bpapsidero	043070
2451	1	2451.1	Approved	ArborTech 4”w x 1”h	Screen Print/Heat Transfer	LEFT CHEST		abiesiadec	010487
2452	1	2452.1	Approved	ArborTech 11”w x 2.74”h	Screen Print/Heat Transfer	FULL BACK		abiesiadec	010487
2453	1	2453.1	Approved	Ironwood Power 4”w X 1.61”h	Embroidery			vrowinsky	014905
2454	1	2454.1	Approved	"Ironwood Power 1C 4”w x 1.61""h"	Screen Print/Heat Transfer			vrowinsky	014905
2455	1	2455.1	Approved	"Ironwood 3.5""w X 1.73""h"	Screen Print/Heat Transfer			vrowinsky	014905
2456	1	2456.1	Approved	"Wicked Green 2C 3.5""w x 1.85""h"	Screen Print/Heat Transfer	LEFT CHEST	"FC logo - left chest - 3.5"" wide - no shadow"	aokrez	040608
2457	1	2457.1	Open	"Thrive 2C 3.5""w x 0.73""h"	Screen Print/Heat Transfer			mmintz	040608
2458	1	2458.1	Approved	"Absolute Preci 1.42""w x 0.93""h"	Embroidery	BRIM HAT - FRONT LEFT		nbond	002384
2459	1	2459.1	Approved	Master Dog 3C 2.01”w X 2.14”h	Embroidery	BRIM HAT - FRONT LEFT		nbond	002384
2460	1	2460.1	Open	"Appalachian Tree 9.35""w x 11""h"	Screen Print/Heat Transfer	FULL BACK	White INk	nbond	002384
2461	1	2461.1	Open	"Appalachian Tree 3.5""w x 2.9""h"	Screen Print/Heat Transfer	LEFT CHEST	White Ink	nbond	002384
2462	1	2462.1	Open	"The Tree Guy 8""w x 7.87""h"	Screen Print/Heat Transfer	FULL BACK	As Shown - Please ensure that it doesnt run out onto the reflective stripe	nbond	002384
2429	1	2429.1	Approved	D.C. Lawn Care 12”w X 8.82”h	Screen Print/Heat Transfer	FULL BACK	RWH	nbond	000558
2430	1	2430.1	Approved	D.C. Lawn Care 3.75”w X 2.75”h	Screen Print/Heat Transfer		RWG	nbond	000558
2431	1	2431.1	Approved	"DC Lawn Care 12""w X 12""h"	Screen Print/Heat Transfer	FULL BACK	RF2	nbond	000558
2432	1	2432.1	Approved	"DC Lawn Care 3.5""w X 3.5""h"	Screen Print/Heat Transfer		RGW	nbond	000558
2433	1	2433.1	Approved	Eastside Personalization-name	Emb Personalization		Font. Block. Green thread.	magan	000620
2434	1	2434.1	Approved	"Clearview 4""w x 2.79""h"	Screen Print/Heat Transfer		NEED BLACK	aokrez	030830
2435	1	2435.1	Approved	"Clearview w/ Phone 11""w x 9""h"	Screen Print/Heat Transfer	FULL BACK		aokrez	030830
2440	1	2440.1	Approved	"Thrive - Victoria 3.5""w x 1.13"	Screen Print/Heat Transfer	BICEP RIGHT SLEEVE	Under logo they would like text saying: Return to Victoria. WH print	aokrez	040608
2441	1	2441.1	Approved	"Wicked Green 3.5""w x 1.85""h"	Screen Print/Heat Transfer		WHGN logo	aokrez	040608
2442	1	2442.1	Open	"Wicked Green 3.50""w x 1.92""h"	Embroidery	LEFT CHEST	"Need a WH logo & BKGN logo - 3.5"" wide. WH on blacktop polo"	aokrez	040608
2443	1	2443.1	Approved	"Thrive 1C 3.5""w x 0.73""h"	Screen Print/Heat Transfer	LEFT CHEST	WH & LMGN logo needed. WH proofed on fgrn	aokrez	040608
2444	1	2444.1	Approved	"Thrive 3.00""w x 0.63""h"	Embroidery	LEFT CHEST		aokrez	040608
2445	1	2445.1	Open	"Payne & Tompkins 3.75” X 1.07"""	Screen Print/Heat Transfer			vrowinsky	001434
2446	1	2446.1	Approved	Teed & Brown 3.5”w x 2.16”h	Screen Print/Heat Transfer			mmintz	040608
2447	1	2447.1	Approved	Perfection Lawn 3.5”w x 0.89”h	Screen Print/Heat Transfer			mmintz	040608
2448	1	2448.1	Approved	Perfection Lawn 8.10”w x 7”h	Screen Print/Heat Transfer			mmintz	040608
2449	1	2449.1	Approved	"Langs HAT 2.96""w x 2.22""h"	Embroidery			vrowinsky	040608
2426	1	2426.1	Approved	"Philmont Staff 2.10""w x 2.02""h"	Embroidery		HAT	vrowinsky	001450
2426	2	2426.2	Approved	"Philmont Staff 2.10""w GY"	Embroidery		HAT	vrowinsky	003101
2427	1	2427.1	Open	"I Am Behind SB 4""w x 2.88""h"	Screen Print/Heat Transfer	*SEE PROOF*		magan	002165
2428	1	2428.1	Approved	"TreeServe 4""w x 2.5""h"	Screen Print/Heat Transfer	LEFT CHEST	2955 C, 555 C, and 7490 C	bpapsidero	043070
2416	1	2416.1	Approved	"Tree Geeks 10""w x 11.2""h"	Screen Print/Heat Transfer			nbond	002384
2417	1	2417.1	Approved	Huntington Bank Field 12 x 8.9	Screen Print/Heat Transfer	FULL BACK		abiesiadec	000949
2418	1	2418.1	Approved	"Browns Helmet 3""w x 2.57""h"	Screen Print/Heat Transfer	BICEP RIGHT SLEEVE		abiesiadec	000949
2419	1	2419.1	Open	Garden Continuum	Screen Print/Heat Transfer	LEFT CHEST	DUPLICATE: 1353.1  Lime Orange - VN logo RBQ	abiesiadec	000749
2420	1	2420.1	Approved	"SNS Lawncare 11""w x 4.59""h"	Screen Print/Heat Transfer			abiesiadec	001718
2421	1	2421.1	Approved	PSA Philmont 1.97”w x 2.02”h	Embroidery			mmintz	001450
2422	1	2422.1	Approved	Tree Trust 1C 3.5”w x 1.53”h	Screen Print/Heat Transfer		s1z	mmintz	001914
2424	1	2424.1	Approved	"Yard Smart 3.5""w x 1.62""h"	Screen Print/Heat Transfer	LEFT CHEST	Green needed for athletic gray. But white needed for the black and green garments.	abiesiadec	000328
2425	1	2425.1	Approved	Yard Smart 3.51”w x 1.69”h	Embroidery			abiesiadec	000328
2403	1	2403.1	Approved	"Arbor IQ 4""w x 0.92""h"	Screen Print/Heat Transfer			nbond	002384
2404	1	2404.1	Approved	Potomac River 4”w x 2.12”h	Screen Print/Heat Transfer			nbond	002384
2405	1	2405.1	Approved	Potomac River 11”w x 7.8”h	Screen Print/Heat Transfer			nbond	002384
2406	1	2406.1	Approved	Tree Geeks 2.7”w x 3”h	Screen Print/Heat Transfer			nbond	002384
2407	1	2407.1	Approved	"Scapes Builders 2""w x 2.19""h"	Screen Print/Heat Transfer			nbond	002384
2408	1	2408.1	Approved	Full Tilt 4”w x 1.2”h	Screen Print/Heat Transfer		Just lime green logo on front left chest	nbond	002384
2409	1	2409.1	Approved	Full Tilt 2C 10”w x 5.72”h	Screen Print/Heat Transfer		Black logo on back with lime green edges on all letters/numbers to make logo pop against dark garment.	nbond	002384
2410	1	2410.1	Approved	"Meshsu Tribal 3""w x 2.99""h"	Screen Print/Heat Transfer			nbond	002384
2411	1	2411.1	Approved	"NJCRANEEXPERT.COM 3.5""w x 3.05"	Screen Print/Heat Transfer			mmintz	002550
2411	2	2411.2	Approved	"NJCRANEEXPERT.COM 3.5""w BK"	Screen Print/Heat Transfer			mmintz	003101
2411	3	2411.3	Approved	"NJCRANEEXPERT.COM 3.5""w WH"	Screen Print/Heat Transfer			mmintz	003101
2412	1	2412.1	Approved	"NJCRANEEXPERT.COM 10.5"" x 10.2"	Screen Print/Heat Transfer			mmintz	002550
2412	2	2412.2	Approved	"NJCRANEEXPERT.COM 10.5"" BK"	Screen Print/Heat Transfer			mmintz	003101
2412	3	2412.3	Approved	"NJCRANEEXPERT.COM 10.5"" WH"	Screen Print/Heat Transfer			mmintz	003101
2413	1	2413.1	Open	"Timberghost 3.5""w x 3.5""h"	Screen Print/Heat Transfer			magan	000022
2414	1	2414.1	Open	"Timberghost 11""w x 11""h"	Screen Print/Heat Transfer			magan	000022
2415	1	2415.1	Approved	"NJCRANEEXPERT.COM 3.4"" x 3.03"	Embroidery			vrowinsky	002550
2415	2	2415.2	Approved	"NJCRANEEXPERT.COM 3.4"" WH"	Embroidery			vrowinsky	002550
2399	1	2399.1	Approved	"BHB 3""w x 3.45""h"	Screen Print/Heat Transfer			nbond	002384
2400	1	2400.1	Approved	Integral Habitats 3”w x 2.98”h	Screen Print/Heat Transfer			nbond	002384
2401	1	2401.1	Approved	"FV Confluence 10.5""w x 6.75""h"	Screen Print/Heat Transfer			nbond	002384
2402	1	2402.1	Approved	"America 250 HAT 3.77"" x 1.61""h"	Embroidery	BRIM HAT - CENTER FRONT		nbond	018886
2388	1	2388.1	Approved	ISA Southern 3.76”w x 0.54”h	Embroidery		HAT	abiesiadec	001728
2389	1	2389.1	Approved	"H20bsessed 10.5""w x 2.48""h"	Screen Print/Heat Transfer			aokrez	002115
2390	1	2390.1	Approved	Respect the Pattern 10.5 x 3.8	Screen Print/Heat Transfer			aokrez	002115
2391	1	2391.1	Approved	"Mowtivated 10.5""w x 5.9""h"	Screen Print/Heat Transfer			aokrez	002115
2392	1	2392.1	Approved	"Ground Control 9""w x 8.5""h"	Screen Print/Heat Transfer			aokrez	002115
2394	1	2394.1	Approved	"Kenston Cheer F26 3""w x 2.58""h"	Screen Print/Heat Transfer	LEFT CHEST		bpapsidero	003486
2395	1	2395.1	Approved	Kenston Cheer Youth PZ	SP/HT Personalization	RIGHT LONG SLEEVE	Block font, all caps, white ink. See emailed example for style if possible.	bpapsidero	003486
2396	1	2396.1	Approved	"Kenston Cheer F26 4""w x 3.44""h"	Screen Print/Heat Transfer	LEFT CHEST		bpapsidero	003486
2397	1	2397.1	Open	Company Name PZ	SP/HT Personalization	RIGHT LONG SLEEVE	Block font / white ink / see example for font style	bpapsidero	003486
2398	1	2398.1	Approved	Kenston Cheer PZ	SP/HT Personalization	RIGHT LONG SLEEVE		bpapsidero	003486
2377	1	2377.1	Approved	Mariani (Updated) 4”w X 0.9”	Embroidery		Hat/Chest DST	magan	001165
2378	1	2378.1	Approved	"NE Lawn Care 3.5""w x 1.3""h"	Embroidery			aokrez	040608
2380	1	2380.1	Approved	"Teachers Tree 10""w x 9.78""h"	Screen Print/Heat Transfer			abiesiadec	003233
2381	1	2381.1	Approved	"NE Lawn Care 3.5"" x 1.28""h"	Screen Print/Heat Transfer			aokrez	040608
2382	1	2382.1	Approved	"NE Lawn Care 10""w x 3.63""h"	Screen Print/Heat Transfer	FULL BACK		aokrez	040608
2383	1	2383.1	Approved	"NE Lawn Hat 4.02""w x 1.48""h"	Embroidery	BRIM HAT - CENTER FRONT	"Remove ""Inc"" and center Lawn Care. GN logo. I have customer supplied example pics. Size to fit on hat"	aokrez	040608
2384	1	2384.1	Approved	"Tower Pit 3.49""w x 2.18""h"	Embroidery			magan	000024
2385	1	2385.1	Approved	"Thrive 3""w x 0.73""h"	Screen Print/Heat Transfer			aokrez	040608
2386	1	2386.1	Approved	"Thrive Pit Crew 9""w x 6.49""h"	Screen Print/Heat Transfer	CENTER CHEST		aokrez	040608
2372	1	2372.1	Approved	"ETNA Leather 3.75"" x 1.55""h"	Hat Press Heat Press	BRIM HAT - CENTER FRONT		abiesiadec	000028
2374	1	2374.1	Approved	"Sure Shot 3.75""w x 1.78""h"	Screen Print/Heat Transfer			nbond	002384
2375	1	2375.1	Approved	"Sure Shot 10""w x 11.5""h"	Screen Print/Heat Transfer			nbond	002384
2349	1	2349.1	Approved	"Moore Bridger 11""w x 7.03""h"	Screen Print/Heat Transfer			nbond	002384
2350	1	2350.1	Approved	Moore Bridger 4”w X 2.55”h	Screen Print/Heat Transfer			nbond	002384
2351	1	2351.1	Approved	"Brooks Arborist 2.88""w x 3.25"""	Screen Print/Heat Transfer			nbond	002384
2352	1	2352.1	Approved	"Brooks Arborist 9.74""w x 11""h"	Screen Print/Heat Transfer	FULL BACK		nbond	002384
2353	1	2353.1	Approved	"Mercer w/ Phone 9""w x 9.48""h"	Screen Print/Heat Transfer	FULL BACK		nbond	002384
2354	1	2354.1	Approved	"Mercer Tree 3.35""w x 3""h"	Screen Print/Heat Transfer			nbond	002384
2355	1	2355.1	Approved	Mercer Badge 10”w X 10.53”h	Screen Print/Heat Transfer	FULL BACK	Black Ink - Best Fit	nbond	002384
2356	1	2356.1	Approved	"Mercer - Text 10”w X 2.5""h"	Screen Print/Heat Transfer			nbond	002384
2357	1	2357.1	Approved	Mercer M 3”w X 2.53”h	Screen Print/Heat Transfer			nbond	002384
2359	1	2359.1	Approved	"Tower Pit 9""w x 5.6""h"	Screen Print/Heat Transfer		Full Back	magan	000024
2360	1	2360.1	Approved	"Tower Pit 3.5""w x 2.17""h"	Screen Print/Heat Transfer		Left Chest	magan	000024
2362	1	2362.1	Approved	Eastside TreeWorks 2.99 x 2.32	Embroidery			vrowinsky	000620
2363	1	2363.1	Approved	"Arborist Trainer 1.09"" x 13.26"	Screen Print/Heat Transfer	*SEE PROOF*	SEE PROOF FOR PLACEMENT. Same logo as 2364	nhollis	002120
2364	1	2364.1	Approved	"Arborist Trainer 1.09"" x 13.26"	Screen Print/Heat Transfer	*SEE PROOF*	SEE PROOF FOR PLACEMENT Same logo as 2363	nhollis	002120
2365	1	2365.1	Approved	"AT Arb Trainer 8"" x 4.39"""	Screen Print/Heat Transfer	FULL BACK		nhollis	002120
2366	1	2366.1	Approved	"Safe Drone Sol 3.77""w x 0.95""h"	Embroidery			nbond	002384
2369	1	2369.1	Approved	"Athens Tree 12""w x 8.5""h"	Screen Print/Heat Transfer		Best Fit - Black Ink (New logo, not RPR)	nbond	002384
2370	1	2370.1	Approved	"North Star 3.5""w x 2.2""h"	Screen Print/Heat Transfer			aokrez	032813
2335	1	2335.1	Approved	Vegetation Tech 4.01”w X 0.99”	Embroidery			vrowinsky	030827
2336	1	2336.1	Approved	"Arborist Trainer 7""w x 0.47""h"	Screen Print/Heat Transfer	*SEE PROOF*	Add Arborist Trainer underneath the Bartlett logo on the back	nhollis	002120
2337	1	2337.1	Approved	Vegetation Tech 4”w X 0.95”h	Screen Print/Heat Transfer			vrowinsky	030827
2338	1	2338.1	Approved	Vegetation Tech 10”w X 2.36”h	Screen Print/Heat Transfer			vrowinsky	030827
